user_id,master_id,rating
PabloPlato,423008,5
PabloPlato,423008,5
PabloPlato,28544,5
PabloPlato,25559,5
PabloPlato,496283,5
PabloPlato,1286649,5
PabloPlato,178137,5
PabloPlato,297612,5
PabloPlato,16203,5
PabloPlato,30784,5
PabloPlato,174811,5
PabloPlato,43201,5
PabloPlato,38637,5
PabloPlato,127866,5
PabloPlato,351338,5
PabloPlato,117208,5
PabloPlato,260575,5
PabloPlato,202539,5
PabloPlato,202539,5
PabloPlato,4955,5
PabloPlato,59496,5
PabloPlato,43709,5
PabloPlato,489403,5
PabloPlato,113243,5
PabloPlato,109426,5
PabloPlato,785879,5
PabloPlato,214705,5
PabloPlato,21291,5
PabloPlato,404800,5
PabloPlato,20755,5
PabloPlato,48487,5
PabloPlato,33278,5
PabloPlato,160361,5
PabloPlato,122590,5
PabloPlato,52668,5
PabloPlato,3342,5
PabloPlato,33027,5
PabloPlato,469403,5
PabloPlato,469403,5
PabloPlato,140631,5
PabloPlato,42494,5
PabloPlato,66914,5
PabloPlato,45245,5
PabloPlato,93573,5
PabloPlato,30398,5
PabloPlato,21222,5
PabloPlato,30845,5
PabloPlato,159277,5
PabloPlato,132817,5
PabloPlato,205518,5
PabloPlato,4515,5
PabloPlato,1949,5
PabloPlato,34129,5
PabloPlato,310119,5
PabloPlato,1120175,5
PabloPlato,1120175,5
PabloPlato,130254,5
PabloPlato,98900,5
PabloPlato,29712,5
PabloPlato,139000,5
PabloPlato,209064,5
PabloPlato,168906,5
PabloPlato,64718,5
PabloPlato,345879,5
PabloPlato,304581,5
PabloPlato,304581,5
PabloPlato,304581,5
PabloPlato,241245,5
PabloPlato,4446,5
PabloPlato,4282,5
PabloPlato,107752,5
PabloPlato,87033,5
PabloPlato,87033,5
PabloPlato,35925,5
PabloPlato,13142,5
PabloPlato,52675,5
PabloPlato,85022,5
PabloPlato,63365,5
PabloPlato,69251,5
PabloPlato,414937,5
PabloPlato,414924,5
PabloPlato,505930,5
PabloPlato,437420,5
PabloPlato,98895,5
PabloPlato,177839,5
PabloPlato,34124,5
PabloPlato,85917,5
PabloPlato,28483,5
PabloPlato,43776,5
PabloPlato,24482,5
PabloPlato,572533,5
PabloPlato,31820,5
PabloPlato,70518,5
PabloPlato,23911,5
PabloPlato,39538,5
PabloPlato,36427,5
PabloPlato,337267,5
PabloPlato,170274,5
